label,speech
질문,그건 어떻게 하는거니
지시,장난감을 정리해
행동 묘사,자동차 경주를 만들고 있구나
부정적인 말,너는 부주의하구나
반영,피크닉
구체적인 칭찬,우리가 재밌는 게임을 만들었어 잘했어
질문,이걸로 내가 뭘 하면 좋겠니
행동 묘사,너는 집을 그렸어
행동 묘사,모든 장소들을 다 가보았구나
부정적인 말,사과하지 않으면 입을 비누로 헹궈버릴거야
지시,내 말을 들어
반영,타워
일반적인 말,네가 바쁜 동안
질문,왜 그들이 여기에 있지
질문,이제 내가 무슨 크레파스를 사용 할 수 있니
지시,정리를 하렴
일반적인 말,바퀴 하나도 가능해
질문,언제 언제
행동 묘사,높게 만들고 있구나
일반적인 칭찬,너무 좋다
일반적인 말,찰흙은 말랑말랑해
행동 묘사,나에게 팬케이크를 만들어 줬구나
지시,여기에 와서 포테이토 헤드 눈을 끼워
반영,너는 공룡을 그렸구나
반영,자동차를 가지고 있구나
일반적인 말,나도 아이스크림을 좋아해
질문,그건 어디에 놓아야하니
지시,이걸 우리에 넣어야할것 같아
일반적인 말,네 신발은 저기에 있어
일반적인 말,계속 사용해도 돼
반영,네 노란색 해는 크구나
행동 묘사,네 그림을 냉장고에 붙일거야
지시,작은 것들 아주 작은 것들을 여기에 넣자
부정적인 말,아니야 지금 블럭 놀이 시작이 아니야
반영,도넛 쿠구나
반영,그것은 여자아이야
질문,정리하는 것 도와줄래
일반적인 말,자동차는 크다
부정적인 말,왜 그렇게 하니
일반적인 칭찬,멋진 형아다
지시,제 차례야
일반적인 말,노래하는 것은 재밌어
지시,빨간색 블럭을 줘
일반적인 말,말이 질주하고 있어
반영,가도 되는지 물어보는구나
구체적인 칭찬,만들기를 차례대로 하는 것 잘했어
행동 묘사,아주 빨리 하는구나
반영,그럼
부정적인 말,네가 불평할 때 너무 싫어
부정적인 말,왜 항상 그러는거야
지시,이제 앉아
일반적인 말,세상에
구체적인 칭찬,조용히 노는 것 잘했어
행동 묘사,태양을 노란색으로 색칠하고 있구나
질문,몇번이나 물어볼꺼니
부정적인 말,아닐 걸
일반적인 말,이 동전은 홈에 넣어야해
지시,너랑 내가 이 부스러기를 치울거야
부정적인 말,하지만 망치지마
구체적인 칭찬,오늘 본 것중에 제일 멋진 그림이다
부정적인 말,던지지마
질문,오 이제 쉬는거니
행동 묘사,너는 한 손가락으로 긁어내고 있구나 그리고 나도 한 손가락으로 긁어내고 있어
지시,말을 내게 건내줘
부정적인 말,그것은 나빠
행동 묘사,너는 색칠을 하고 있어
일반적인 칭찬,우와 잘했어
일반적인 말,차가 빠르게 달려요
지시,로버트
부정적인 말,그만 뛰어
질문,나와 타워를 만들래
구체적인 칭찬,너는 멋진 타워를 만들었구나
부정적인 말,그렇게 하는거 아니야
행동 묘사,그 블럭을 거기에 올려
행동 묘사,음식을 먹는 시늉을 하고 있구나
일반적인 말,하나
일반적인 말,거기에 놓은 것처럼 보였어
지시,이쪽으로 다시 와
반영,레고 시간이야
질문,오늘 학교에서 즐거웠니
지시,우리는 여기에 모든 블록을 넣을 거야
일반적인 말,거기는 재미있는 장소야
행동 묘사,성을 만들었구나
일반적인 말,그 인형은 멋져보인다
부정적인 말,그렇게 어렵지 않아
반영,같이 놀고 있구나
일반적인 말,소들이 줄지어 서 있어
반영,너는 이 장난감이 바보같다고 생각하는구나
구체적인 칭찬,타워를 잘만들었어
행동 묘사,우리는 공주를 위해 집을 짓고 있어
부정적인 말,그건 틀렸어
질문,다음에 할까
지시,블록 하나만 건네줘
구체적인 칭찬,그걸 알다니 똑똑하다
일반적인 말,아 여기 몬스터 트럭이 있어요
일반적인 말,나는 케이크를 좋아해
일반적인 말,인형들은 어린 소녀들과 노는 것을 좋아아
지시,먼저 이 장난감부터 시작해봐
일반적인 말,나는 트럭을 가지고 있어
구체적인 칭찬,참 똑똑한 소녀구나
질문,자동차는 어디에 있니
구체적인 칭찬,멋진 화가구나
일반적인 말,나는 빨간 차를 가지고 있어
부정적인 말,아주 엉망이구나
일반적인 칭찬,멋지다
부정적인 말,그렇게 하는 거 아니야
반영,그에게 모자를 씌우고 있구나
행동 묘사,넌 기차를 운전하고 있어
행동 묘사,커다란 로켓을 가지고 놀고 있구나
구체적인 칭찬,피자를 차와 함께 먹는것은 정말 창의적인 생각이야
행동 묘사,저녁밥을 조금 주었어
질문,트럭
행동 묘사,그들은 멋진 게임을 가지고 있구나
일반적인 말,이 안에 아무것도 없어
구체적인 칭찬,크레파스 치우는거 참 잘했어
구체적인 칭찬,나를 위해 그렇게 해줘서 고마워 얘야
행동 묘사,오 너는 녹색 모자를 썼구나
행동 묘사,너는 통나무 더미를 만들 거구나
지시,이제 청소해야해
구체적인 칭찬,멋진 건물이야
일반적인 말,미스터 포테이토 헤드가 코가 생겼어
행동 묘사,너는 타워를 만들고 있어
일반적인 말,도형 모양을 잘 알고있구나
구체적인 칭찬,나에게 보여줘서 고마워
일반적인 말,거기다 놓을게
질문,원해
부정적인 말,다시 그렇게 할 수 없을거야
반영,깨어있는 데 어려움을 겪고 있구나
일반적인 말,그것을 찢지 않으면 더 많이 줄게
부정적인 말,장난감을 버리지 마
질문,어디에서 배운거니
일반적인 칭찬,맞아
일반적인 말,너는 c를 이렇게 만들어 
부정적인 말,그거 그렇게 하는거 아니야
지시,빨간 블럭 좀 건네줄래
지시,넘어지기 전에 신발끈을 묶어
행동 묘사,너는 선 안에 색칠을 하고 있구나
일반적인 말,화가 난 것 같구나
구체적인 칭찬,도넛 쿠를 나눠줘서 고마워
구체적인 칭찬,타워를 멋지게 지었구나
부정적인 말,엄마의 타워를 넘어뜨리는 것은 나빠
반영,초록색
질문,어느것이 가장 빠르니
부정적인 말,자동차 놀이 하고 싶지 않아
부정적인 말,내가 그렇게 할 일이 없는 줄 아니
구체적인 칭찬,자동차 놀이를 하는게 좋아보인다
지시,방 안에 있어
일반적인 말,나를 위해 만들어줬구나
질문,텔레비전을 보는구나
행동 묘사,네가 움직이고 있구나
질문,어떤 놀이를 하고 싶니
구체적인 칭찬,잘 했어
반영,높게 만들고 싶구나
질문,빨간 마커가 보이니
부정적인 말,반칙이야
지시,그거 치워줘
부정적인 말,소란을 피우지 않는다면 새로운 게임을 줄 게
부정적인 말,거기 선 안으로 칠하지 않았어
일반적인 칭찬,멋지다
구체적인 칭찬,탑을 세우느라 수고 많았어
일반적인 칭찬,맞아
질문,생일선물로 무엇을 받았어
일반적인 말,우리는 저녁을 만들고 있어
질문,초콜릿 아이스크림을 좋아하는구나
일반적인 말,알겠어
질문,내가 틀렸나
지시,그러면 새로운 것을 만들 수 있어
반영,몬스터 트럭
반영,우리가 왜 여기 있는지 알고 싶어구나
부정적인 말,소리를 그만 지르면 더 많은 시간을 놀이하는데 사용할 수 있어
부정적인 말,나쁜 아이이구나
구체적인 칭찬,의자에 앉아 있는게 자랑스럽구나
일반적인 말,이 장난감들이 좋구나
구체적인 칭찬,그림을 잘 색칠하고 있구나
일반적인 말,나는 개를 좋아해
구체적인 칭찬,너는 아주 잘해
일반적인 말,거의 완성했어
지시,앉아
일반적인 말,풀은 초록색이야
질문,그건 몬스터 트럭이 아니야
부정적인 말,뭐하나 제대로 하는게 없니
지시,이제 새거 만들어야해
지시,미스터포테이토에 귀를 꽂아 줄래
질문,그것들은 뭐야
일반적인 말,큰 사과를 그렸구나
일반적인 말,그렇구나
일반적인 말,내가 어릴 때 미스터 포테이토를 가지고 놀았어
행동 묘사,타워를 높이 쌓았구나
일반적인 말,그것은 소방관이야
구체적인 칭찬,생각이 아주 창의적이구나
질문,도와줄래
반영,네가 맞아 블럭이야
일반적인 말,딱 거기에
반영,그건 거기에 맞지 않아 이것들이 맞을지 궁금하구나
구체적인 칭찬,열까지 잘 세었어
구체적인 칭찬,장난감을 정리해줘서 고마워
지시,네 주머니에 있는지 봐줄래
지시,내 크레파스를 그만 가져가
지시,저것 좀 봐
부정적인 말,의자에서 뛰어내리면서 크게 소리지르지마
일반적인 말,가족 모두가 배가 고팠구나
부정적인 말,그거 그만해
부정적인 말,테이블을 흔들지마 어지르지마
지시,나도 하나 줘
질문,이제 작은 트럭들은 어디에 두지
지시,뒤집어줘
반영,안돼
일반적인 말,이것은 빨간색이야
질문,다음에 무엇을 하고 싶니
구체적인 칭찬,너는 훌륭한 화가야
일반적인 칭찬,브라보
질문,이건 뭐랗고 부르지
일반적인 말,이제 미끄럼틀에 올라갈거야
지시,그거 주워줘
부정적인 말,그거 그만해
일반적인 말,오 괜찮을거 같아
지시,너무 매운음식을 많이 주면 약이 필요해
지시,이래와
행동 묘사,산에 굴곡을 만들고 있구나
일반적인 칭찬,멋져
행동 묘사,케익을 만들어 주고 있구나
일반적인 말,소방관이야
일반적인 말,미안해
질문,이 조각은 어디에 넣지
일반적인 말,화려한 그림이구나
질문,그가 그의 친구와 텔레비전을 봐도 되니
반영,모르겠구나
질문,네 신발이 어디있니
지시,샐리 조심해
부정적인 말,너는 부주의해
반영,네거가 더 높아질 것 같구나
질문,웃기다 그치
지시,여기에 더 넣어도 될까
구체적인 칭찬,그 색 예쁘다
일반적인 칭찬,기억력이 좋구나
반영,저녁이 무엇인지 물어보고 있구나
반영,오 나도 두개를 얻었어
지시,우린 가야해
지시,블럭을 정리해줘
반영,더 없구나
지시,네 말이 내쪽으로 달려오게 해
일반적인 칭찬,잘하는구나
구체적인 칭찬,그림을 아주 잘 그렸어
반영,케익 만들기 시간
일반적인 말,그는 라이트닝 맥퀸을 가지고 있어
부정적인 말,그만해
일반적인 칭찬,멋진 그림이다
부정적인 말,음음 
질문,다음에 뭘 하면 좋겠니
질문,금방 할게 알겠지
지시,와서 나랑 놀자
질문,내가 다음에 무엇을 해야한다고 생각하니
일반적인 말,그 카펫 멋지다
구체적인 칭찬,말해줘서 고마워
구체적인 칭찬,멋진 타워를 만들었구나
지시,이제 차를 정리 할 시간이야
행동 묘사,너는 닫고 있구나
부정적인 말,그렇게 하지 마
일반적인 말,장난감이 많구나
행동 묘사,오 거기에 초콜렛 시럽을 넣고 있구나
일반적인 말,시간이 있으면
구체적인 칭찬,장난감 정리를 아주 잘했어
일반적인 말,먹는 척을 하고 있어
부정적인 말,나는 착해
구체적인 칭찬,너는 장난감 정리하는 도우미야 잘했어
지시,이거 세 줘
지시,여기러 와
구체적인 칭찬,인형을 조심히 가지고 노는구나 잘했어
일반적인 말,그게 가장 좋아
부정적인 말,그거 만지지마
질문,오늘 점심 먹었니
질문,이제 몇 대의 자동차가 남아있니
행동 묘사,주황색 크레파스를 찾았구나
일반적인 말,스파게티맛 컵케익을 찾았어요
행동 묘사,꽃을 보라색으로 색칠했구나
질문,내가 이걸 해야할까
반영,기차들
구체적인 칭찬,자동차가 가게하려고 노력했구나
지시,앉으렴
행동 묘사,큰 타워를 만들고 있구나
부정적인 말,왜 그러는거야
일반적인 말,네 여동생은 잘해
일반적인 말,어제 집에 늦게 왔어
부정적인 말,왜이렇게 예의가 없니
일반적인 칭찬,아주 잘했어
지시,매기 그걸 구석에 놔
지시,거기 앉으면 좋겠어
일반적인 말,빨강 하양 파랑
행동 묘사,파란색 원을 놓았구나
질문,이 더하기 삼은
지시,똑바로 행동해
질문,이거 네 코니
반영,파란색을 찾고 있구나
행동 묘사,말들을 같이 두었구나
일반적인 말,네 이름은 k로 지삭해
행동 묘사,타워를 아주 높이 쌓고 있구나
부정적인 말,그렇게 세를 안으면 안돼
